id,count
0,37896.857564825375
1,37835.94933620504
2,37632.53350890622
3,37549.627827419674
4,37665.33158773752
5,37614.514068984994
6,37522.85622058108
7,37435.14235880537
8,37271.23931132528
9,37087.23613335403
10,37066.76036728341
11,36886.74028750895
12,36819.59948463481
13,36893.12968195211
14,36575.8024960022
15,36237.46469515319
16,35979.34973159016
17,35855.83315504491
18,35691.15662582066
19,35839.309526961886
20,35786.52782973059
21,35842.78447390173
22,35948.49294760487
23,37938.272303572194
24,37910.19154354687
25,37852.128214134194
26,37744.90441020021
27,37627.59774862525
28,37671.511664245714
29,37635.70311639315
30,37544.58019160084
31,37481.63524488146
32,37284.88610781105
33,37156.610857397776
34,36865.88133276422
35,36800.07323975753
36,36411.850914281225
37,36196.70363560222
38,36126.59880402038
39,35876.05009675935
40,35523.764796524694
41,35588.27742165453
42,35950.56937553708
43,36208.58181145137
44,36336.96796522204
45,36478.94363161346
46,36749.93677082058
47,38184.40805929968
48,38301.661325731366
49,38228.69977920991
50,38107.666525518056
51,38030.83794419213
52,38042.09766369178
53,38070.467909149855
54,37869.90774982699
55,37959.55856902804
56,37908.63171736335
57,37974.30908948754
58,37647.913777965296
59,37471.00131047658
60,37276.88184681282
61,37050.476867778314
62,37359.21095049349
63,37024.077306929896
64,36876.41752563969
65,36550.83839701938
66,36868.62407823871
67,36862.01556927277
68,37275.18531709755
69,37650.163852287296
70,37592.303559028136
71,39045.96060486821
72,39005.661555393155
73,38994.02552726593
74,38914.204275299926
75,38745.14702606403
76,38759.66108231824
77,38600.14750447409
78,38783.52018601447
79,38341.83900221305
80,37018.11387710181
81,36300.04851421691
82,35580.5579347529
83,35574.72096316992
84,35249.59075758056
85,35040.65578693157
86,34588.43048324478
87,34484.16180882784
88,34592.62626461657
89,34832.43499501756
90,35330.55671466641
91,36243.176554587044
92,36548.489982902924
93,36792.5853561588
94,37109.778605552245
95,39143.91362099207
96,39239.397672620275
97,39107.71552790076
98,39055.99545175009
99,39070.742382619996
100,39170.88145872069
101,39180.86261132699
102,39016.68653069905
103,38712.665130236965
104,37423.45024334303
105,36557.77557776954
106,36196.30810771446
107,36097.37057190001
108,36041.47490581823
109,35673.1133300862
110,35150.129066922804
111,35162.29927083057
112,34977.010047654694
113,35286.5416174934
114,36024.71795442076
115,36337.25401063157
116,36774.754668816306
117,37192.175014035085
118,37180.80573727408
119,39298.135246585254
120,39185.695395260525
121,39116.595798291724
122,39011.51056705728
123,38908.247501169026
124,39090.637383030364
125,38984.98312708468
126,39102.98190637594
127,38649.79212487294
128,37537.47759060332
129,36778.77538291908
130,36380.83267355367
131,36155.09603120535
132,36158.03448408822
133,35877.09683600045
134,35506.85872759878
135,35072.226151387
136,35354.31628203843
137,35395.69467619211
138,36119.445873987475
139,36572.119502440386
140,36989.60191764345
141,37222.46598898301
142,37477.28264332045
143,39274.857132898534
144,39296.060837797035
145,39218.60475136494
146,39100.92365074025
147,39126.04614035769
148,39148.17842717764
149,38924.373657003176
150,38870.54753880722
151,38454.02152484395
152,37487.22131911824
153,36728.67421161175
154,36591.671547491715
155,36492.93727218012
156,36289.876290755274
157,36044.19244938336
158,35716.78554668349
159,35366.12820004885
160,35631.032049447764
161,35805.499931736005
162,36590.189570529525
163,37080.17054999774
164,37257.92230837041
165,37388.80457290699
166,37526.522387942336
167,39604.10856109549
168,39538.97620830331
169,39373.793472183235
170,39338.23507384567
171,39281.43871994366
172,39400.27738838372
173,39333.487467878615
174,39332.696786018496
175,38896.78601682895
176,37699.77489506815
177,37058.87284272552
178,36553.7830569006
179,36306.440226936524
180,36261.22029902019
181,35846.587419577765
182,35405.08399523745
183,35386.07659560241
184,35323.35240863447
185,35346.309254065076
186,35855.29681055408
187,36665.7800426265
188,36789.68190177318
189,37371.07020621482
190,37528.142638881574
191,39552.626295246155
192,39398.53748446265
193,39280.22588740726
194,39203.36926241372
195,39020.714423980884
196,39101.31155075051
197,38977.16903954434
198,39000.16185565251
199,38956.98634849593
200,38663.88044086135
201,38231.421809762
202,37997.89134609714
203,37917.076974382566
204,37832.0671952117
205,37447.894824035655
206,37077.96198030379
207,37453.18288756472
208,36947.47950629261
209,36880.55699532702
210,37114.459654548205
211,37003.55016486016
212,37218.01826330142
213,37833.84396720778
214,37656.815959808475
215,39058.186596978645
216,39268.40708935031
217,39033.66648534128
218,38998.8221161724
219,38967.41687283188
220,39046.895917269954
221,38918.152075866936
222,38844.928788447854
223,38890.05172266584
224,38788.01487549133
225,38650.272232462274
226,38506.22006335537
227,38437.280203117305
228,38178.50826990127
229,38121.93566707515
230,37908.872518989156
231,37717.72029970698
232,37617.41670075629
233,37161.55312380954
234,37262.33114683286
235,37306.45909172445
236,37396.74190301847
237,37717.62285730988
238,37802.84045875353
239,39294.4574878414
240,39404.99291239506
241,39299.00474984712
242,39303.924805674076
243,39242.36424395378
244,39149.94517823658
245,39025.3759545841
246,39152.31580293771
247,38771.44368534813
248,37593.15152475327
249,36822.83198472021
250,36428.634787599585
251,36230.084125322406
252,35823.69084933672
253,35744.0161722733
254,35478.35596646348
255,34747.91452175907
256,34858.139446825124
257,35485.45871702715
258,36111.15556757964
259,36498.45342420567
260,36883.983856724735
261,37322.200039740346
262,37506.86557174878
263,39535.70093227685
264,39416.54136949632
265,39334.88576253676
266,39250.09023698629
267,39146.62697670284
268,39222.94635980825
269,39027.519836884945
270,39238.87688301722
271,39123.49042745032
272,37680.65479728092
273,36920.44615855641
274,36905.902562972246
275,36674.51949641456
276,36766.449630135176
277,36090.50675338422
278,35796.76429188666
279,35115.52968723416
280,34825.747215951196
281,35354.160733162134
282,35994.99667723234
283,36088.827722917544
284,36564.09587261574
285,37113.750112366266
286,37224.74799569459
287,39520.22763302446
288,39359.10292778084
289,39358.10906020114
290,39435.99447648843
291,39323.00997974725
292,39438.17447903298
293,39226.87456719957
294,39399.571585357546
295,39192.956835591336
296,37971.13200368917
297,37322.34534333016
298,37143.03301094282
299,36960.976661768065
300,36562.00231935036
301,36094.494637700125
302,35738.22870711159
303,35415.48729852005
304,35324.86796321473
305,35750.81021814409
306,35902.30584968024
307,36486.53598722188
308,36589.555409726105
309,37424.32670143445
310,37585.69078742464
311,39628.63689887535
312,39492.860154336755
313,39411.68637497805
314,39315.79535364555
315,39312.20239895251
316,39227.66038815731
317,39079.12803749766
318,39114.3751137333
319,39108.14156729895
320,37956.887166643995
321,37146.073168860035
322,36876.811856997796
323,36705.91681274504
324,36512.6854733385
325,36258.368220633616
326,35877.25702142971
327,35587.65432875199
328,35496.941888470246
329,35839.38857271297
330,36153.70102700421
331,36592.21050939144
332,37215.069116433384
333,37278.90809527581
334,37503.21151925193
335,39540.72673142659
336,39515.57006592617
337,39451.56170333151
338,39394.97115255813
339,39238.66644333547
340,39296.79019750393
341,39181.75582083587
342,39394.54047660681
343,39199.778775563434
344,38095.34167013144
345,37281.6806792127
346,36764.97617844786
347,36649.85647424718
348,36787.117962723314
349,36329.88443391849
350,35615.18775116886
351,35267.795285707885
352,35154.747597235786
353,35522.52982818666
354,35764.13350288042
355,36113.506973020645
356,36685.9747737562
357,37178.82944393098
358,37395.20264219126
359,39506.10446810511
360,39366.16791287222
361,39267.40245300225
362,39161.84541510416
363,39178.73645262423
364,39203.264715620986
365,39156.517043476866
366,39158.43687556927
367,39047.99298554659
368,39127.984743011606
369,38472.59017195148
370,38098.108047069756
371,38058.57672103902
372,37807.25019461326
373,37733.85864518865
374,37266.77797511709
375,36988.34892657512
376,36910.867189535056
377,36489.229375841474
378,36668.55786138134
379,36860.521701795515
380,37159.89892133665
381,37354.48121769058
382,37241.25793846767
383,39072.10934315361
384,39240.820047441
385,39172.71394413648
386,38980.52111782846
387,38969.55694119384
388,38911.41329471716
389,38905.719458013686
390,38715.52221909215
391,38724.654957274644
392,38728.21889611953
393,38736.502472047134
394,38606.12155350423
395,38388.898220808434
396,38177.710857561004
397,37949.42912150752
398,37466.76776363235
399,37170.12409124265
400,37064.73352055544
401,36964.44076515637
402,37075.30531019298
403,37257.10605068545
404,37570.418206049144
405,37861.611610336375
406,37915.70485381411
407,39811.289344248704
408,39719.720712099326
409,39679.411791253195
410,39607.69560792255
411,39589.84577610305
412,39614.28856200095
413,39396.36107150755
414,39432.71935002813
415,38807.6470132574
416,37721.86223723698
417,36647.08635815311
418,36480.2385760086
419,36221.81109381381
420,36234.701758237956
421,35720.8999640276
422,34945.0091568144
423,35115.74506260134
424,35461.46926636399
425,36138.532095024246
426,36384.88711484074
427,36768.66149028619
428,37056.61977707897
429,37406.29080922816
430,37542.5885677193
431,39615.97275250239
432,39604.57692773606
433,39501.589961103076
434,39467.10126042249
435,39426.469052176406
436,39395.77866061881
437,39309.963093398874
438,39385.29234808004
439,39018.43211813684
440,38025.17521726398
441,37010.032439930335
442,36791.58116850927
443,36471.59611591889
444,36428.32750378571
445,35891.73465830768
446,35396.62894163042
447,35192.183201291075
448,35390.22466534765
449,35823.32590774226
450,36449.27799306148
451,36855.49493046537
452,37289.28582273355
453,37550.22197925717
454,37644.173425755274
455,39672.72685394522
456,39728.48058167739
457,39625.27465008778
458,39523.18695039601
459,39475.14253906194
460,39552.96072533011
461,39306.88778741819
462,39491.20243705745
463,39323.958005278466
464,38363.602458716865
465,37293.0296149668
466,36808.740901756595
467,36667.36080808183
468,36361.18056869626
469,36080.5370425943
470,36020.88786247457
471,35713.95934325422
472,35680.711144862
473,35806.637532460045
474,36096.68675510923
475,36745.030549869494
476,36894.26758180869
477,37274.783283078905
478,37639.39702828947
479,39671.54543031645
480,39590.120977961036
481,39499.00560626327
482,39501.05062528777
483,39461.63543743246
484,39574.99287756102
485,39463.30325043195
486,39444.665503727534
487,39315.17113899632
488,38106.17340587187
489,37224.644121949794
490,36850.665661338266
491,36698.529437651
492,36361.444478304096
493,36279.8801067432
494,35999.50737029551
495,35465.64493107822
496,35539.84795206853
497,35854.386027013585
498,36264.27204832001
499,36959.28574078633
500,37104.35458632257
501,37504.63853062561
502,37717.5509159546
503,39756.18996876056
504,39708.27605395981
505,39696.470642080196
506,39518.36299086989
507,39461.89762702867
508,39513.70863944548
509,39436.34229274979
510,39731.756680318096
511,39491.49020247859
512,38557.40386979841
513,37681.75246382246
514,37229.74201202097
515,36841.30042245558
516,36603.3350210217
517,36743.61916816647
518,36049.667620262655
519,35854.24625737426
520,36107.79855361003
521,36027.758112338124
522,36376.00811576271
523,36672.6488716109
524,36567.02348194698
525,37491.44798591601
526,37585.76773924861
527,39668.59351647322
528,39597.234422510024
529,39637.515823170266
530,39522.57305581645
531,39503.67349343115
532,39471.16175914177
533,39356.28547397586
534,39194.97665270656
535,39272.787585012775
536,38970.468173433015
537,38424.820738126204
538,38362.68524382853
539,37913.43189585928
540,37464.158206883265
541,37215.64793773267
542,37450.092101479444
543,37180.443712221204
544,36853.82315396079
545,36757.99495044371
546,36754.89922867302
547,36638.838752903146
548,36930.45101740974
549,37169.21891643568
550,37229.98842238029
551,39021.90100764441
552,39229.477094336056
553,38899.1303926572
554,38751.75964810115
555,38853.12008201328
556,38871.40814287857
557,38734.52094388593
558,38616.97819202149
559,38489.85893897829
560,38691.854934082236
561,38305.59274879665
562,38138.13271730099
563,38105.27518589439
564,37962.55131445137
565,38035.92132633926
566,37970.0080134918
567,37692.66855491495
568,37579.18824613074
569,37355.6331019894
570,37223.13140912777
571,37069.529959895764
572,37227.72391491722
573,37617.96471141277
574,37603.63761294255
575,39677.33439114042
576,39575.83919805766
577,39532.98787569846
578,39496.9698603447
579,39418.98954428626
580,39480.83218791113
581,39301.28301740294
582,39384.979754665255
583,39245.386229574535
584,38422.47628751476
585,37224.15743344647
586,36927.202364171724
587,36589.02788964275
588,36532.02132040847
589,36119.315826152844
590,35868.91952687727
591,35515.84444218001
592,35435.027004357704
593,35599.05718313101
594,35785.41206567556
595,36297.576483613666
596,36750.38651646579
597,37326.72688595606
598,37421.91449732201
599,39582.25543963861
600,39491.457821390475
601,39487.977863982014
602,39405.28337000836
603,39361.25713015135
604,39483.95243854301
605,39356.02074175371
606,39358.894507243225
607,39761.21000961048
608,38680.84693454313
609,37609.83451565131
610,37277.804520868376
611,36879.75120727795
612,36878.66580516704
613,36290.73046347884
614,36142.03089777726
615,35228.52697188768
616,35564.89132115184
617,35776.08384443419
618,36176.40660117319
619,36621.840252048816
620,36924.6501660707
621,37256.945042641935
622,37438.11109884918
623,39481.6779101428
624,39524.0878625655
625,39278.427877006834
626,39227.368883580486
627,39276.19178712708
628,39413.53606050997
629,39177.5497941776
630,39445.27094781518
631,40102.14532712728
632,38698.49402934173
633,37751.734875447335
634,37264.8560490975
635,37118.06397627451
636,37086.22155085186
637,36683.93670956119
638,36542.830920347275
639,35336.432797817804
640,35603.17788225673
641,35823.43419369083
642,36062.97774317099
643,36384.58671107332
644,36810.00368941289
645,37612.811780970056
646,37403.14894627637
647,39504.13296088121
648,39341.65647607604
649,39355.28943768586
650,39280.30321314672
651,39280.38592327037
652,39434.21807840791
653,39227.80075606154
654,39430.93046316771
655,39572.87823545768
656,38283.83460189397
657,37680.50799802899
658,37002.609168941766
659,36732.59785723306
660,36592.23443998788
661,36250.39417201321
662,36198.427386370764
663,35562.494073662194
664,35491.268542339894
665,35960.54985509545
666,36237.41421655151
667,36831.97474383992
668,37086.4147904174
669,37549.482523829945
670,37581.21621460541
671,39376.49059995843
672,39298.935500683845
673,39273.97095300242
674,39198.47665198946
675,39288.11453371178
676,39319.85974108674
677,39244.474099937914
678,39223.70645537491
679,39807.394490126055
680,38779.27228081251
681,37934.2007369521
682,37303.04531737152
683,36699.785569610176
684,36921.646651879
685,36552.165572936414
686,36288.590993381775
687,35825.37070241757
688,35354.11646155896
689,35777.97533372647
690,35661.41784938365
691,36091.63552970087
692,36828.975866201414
693,37291.739232341584
694,37400.40896777708
695,39625.126205607274
696,39635.6582854115
697,39681.20194942661
